customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,estimated_clv,subscription_score,loyalty_score,customer_value_tier,purchase_norm,review_norm,previous_purchase_norm,subscription_numeric,customer_health_score,health_status,cluster,customer_segment
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,41,Credit Card,Every 3 Months,Adult,90,2394,0,41,Premium,0.4625,0.44000000000000017,0.8163265306122448,0,51.79,Average,3,Loyal Customers
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,21,Debit Card,Monthly,Middle-aged,30,1562,0,21,Gold,0.6375000000000001,0.3600000000000001,0.4081632653061224,0,44.94,Average,1,High-Spending Customers
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Next Day Air,No,24,Bank Transfer,Quarterly,Young Adult,90,2425,0,24,Premium,0.9625000000000001,0.20000000000000018,0.4693877551020408,0,56.58,Average,2,Premium Customers
2093,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,27,Bank Transfer,Weekly,Adult,7,1260,0,27,Silver,0.3125,0.040000000000000036,0.5306122448979591,0,29.22,At Risk,0,At-Risk Customers
2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,4,Debit Card,Annually,Young Adult,365,455,0,4,Bronze,0.8875,0.6800000000000002,0.061224489795918366,0,50.94,Average,1,High-Spending Customers
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,19,Venmo,Annually,Middle-aged,365,500,0,19,Bronze,0.0625,0.3600000000000001,0.36734693877551017,0,20.72,At Risk,0,At-Risk Customers
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,1,Bank Transfer,Fortnightly,Adult,14,126,0,1,Bronze,0.5375000000000001,0.6000000000000001,0.0,0,33.5,At Risk,0,At-Risk Customers
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,27,Debit Card,Annually,Young Adult,365,1456,0,27,Gold,0.4,0.8800000000000001,0.5306122448979591,0,49.52,Average,3,Loyal Customers
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,5,Credit Card,Weekly,Adult,7,258,0,5,Bronze,0.2875,0.56,0.08163265306122448,0,25.15,At Risk,0,At-Risk Customers
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,20,Venmo,Quarterly,Middle-aged,90,588,0,20,Bronze,0.10000000000000003,0.32000000000000006,0.38775510204081626,0,22.03,At Risk,0,At-Risk Customers
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,50,PayPal,Annually,Young Adult,365,3978,0,50,Premium,0.7250000000000001,0.15999999999999992,1.0,0,62.2,Healthy,2,Premium Customers
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,36,Cash,Fortnightly,Senior,14,1147,0,36,Silver,0.1375,0.7600000000000002,0.7142857142857142,0,42.13,Average,3,Loyal Customers
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,12,Bank Transfer,Bi-Weekly,Middle-aged,14,299,0,12,Bronze,0.03750000000000003,0.44000000000000017,0.22448979591836735,0,17.03,At Risk,0,At-Risk Customers
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,23,Cash,Monthly,Young Adult,30,600,0,23,Bronze,0.0625,0.8,0.44897959183673464,0,31.97,At Risk,0,At-Risk Customers
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,21,Venmo,Weekly,Young Adult,7,1892,0,21,Gold,0.825,0.4800000000000002,0.4081632653061224,0,54.84,Average,1,High-Spending Customers
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,47,Venmo,Weekly,Middle-aged,7,4224,0,47,Premium,0.8500000000000001,0.11999999999999988,0.9387755102040816,0,64.56,Healthy,2,Premium Customers
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,38,Venmo,Bi-Weekly,Senior,14,1365,0,38,Gold,0.1875,0.8,0.7551020408163265,0,46.15,Average,3,Loyal Customers
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,40,Credit Card,Every 3 Months,Senior,90,1394,0,40,Gold,0.17500000000000004,0.7600000000000002,0.7959183673469387,0,46.08,Average,3,Loyal Customers
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,35,PayPal,Quarterly,Middle-aged,90,2700,0,35,Premium,0.6875,0.32000000000000006,0.693877551020408,0,54.72,Average,2,Premium Customers
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,4,Credit Card,Quarterly,Middle-aged,90,230,0,4,Bronze,0.32500000000000007,0.6800000000000002,0.061224489795918366,0,28.44,At Risk,0,At-Risk Customers
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,28,Venmo,Every 3 Months,Senior,90,899,0,28,Silver,0.1375,0.08000000000000007,0.5510204081632653,0,23.63,At Risk,0,At-Risk Customers
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,36,Debit Card,Every 3 Months,Middle-aged,90,3441,0,36,Premium,0.9125000000000001,0.56,0.7142857142857142,0,69.13,Healthy,2,Premium Customers
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,15,Bank Transfer,Annually,Adult,365,1360,0,15,Gold,0.8125,0.040000000000000036,0.28571428571428564,0,41.87,Average,1,High-Spending Customers
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,7,Cash,Fortnightly,Adult,14,544,0,7,Bronze,0.6000000000000001,0.8,0.12244897959183673,0,43.67,Average,1,High-Spending Customers
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,29,PayPal,Every 3 Months,Senior,90,1200,0,29,Silver,0.25,0.08000000000000007,0.5714285714285714,0,28.74,At Risk,0,At-Risk Customers
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,12,Debit Card,Annually,Adult,365,663,0,12,Bronze,0.38750000000000007,0.15999999999999992,0.22448979591836735,0,25.43,At Risk,0,At-Risk Customers
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,16,Bank Transfer,Bi-Weekly,Adult,14,1445,0,16,Gold,0.8125,0.3600000000000001,0.3061224489795918,0,48.88,Average,1,High-Spending Customers
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,50,Debit Card,Bi-Weekly,Senior,14,1173,0,50,Silver,0.03750000000000003,0.15999999999999992,1.0,0,34.7,At Risk,3,Loyal Customers
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,11,Debit Card,Annually,Young Adult,365,336,0,11,Bronze,0.10000000000000003,0.52,0.2040816326530612,0,20.52,At Risk,0,At-Risk Customers
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,28,Debit Card,Quarterly,Senior,90,1276,0,28,Silver,0.30000000000000004,0.6800000000000002,0.5510204081632653,0,42.13,Average,3,Loyal Customers
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,36,Venmo,Bi-Weekly,Senior,14,2109,0,36,Gold,0.4625,0.40000000000000013,0.7142857142857142,0,47.93,Average,3,Loyal Customers
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,38,PayPal,Quarterly,Middle-aged,90,3822,0,38,Premium,0.9750000000000001,0.2400000000000002,0.7551020408163265,0,66.45,Healthy,2,Premium Customers
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,32,Bank Transfer,Monthly,Adult,30,2244,0,32,Gold,0.6000000000000001,0.40000000000000013,0.6326530612244897,0,50.98,Average,3,Loyal Customers
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Express,No,42,Debit Card,Weekly,Adult,7,1548,0,42,Gold,0.2,0.6000000000000001,0.836734693877551,0,45.1,Average,3,Loyal Customers
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,22,Debit Card,Bi-Weekly,Middle-aged,14,1633,0,22,Gold,0.6375000000000001,0.4800000000000002,0.4285714285714285,0,47.96,Average,1,High-Spending Customers
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,22,Venmo,Quarterly,Middle-aged,90,1380,0,22,Gold,0.5,0.6800000000000002,0.4285714285714285,0,46.46,Average,1,High-Spending Customers
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,31,PayPal,Quarterly,Middle-aged,90,2784,0,31,Premium,0.8375000000000001,0.9199999999999999,0.6122448979591836,0,70.27,Healthy,2,Premium Customers
2127,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,28,Credit Card,Monthly,Senior,30,1102,0,28,Silver,0.22500000000000003,0.6399999999999999,0.5510204081632653,0,38.33,At Risk,3,Loyal Customers
2128,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,40,Debit Card,Weekly,Senior,7,1845,0,40,Gold,0.3125,0.8,0.7959183673469387,0,52.38,Average,3,Loyal Customers
2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,21,PayPal,Weekly,Senior,7,1034,0,21,Silver,0.3375,0.08000000000000007,0.4081632653061224,0,27.34,At Risk,0,At-Risk Customers
2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,12,PayPal,Every 3 Months,Adult,90,741,0,12,Silver,0.4625,0.11999999999999988,0.22448979591836735,0,27.63,At Risk,0,At-Risk Customers
2131,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,33,Credit Card,Annually,Young Adult,365,2312,0,33,Premium,0.6000000000000001,0.4800000000000002,0.6530612244897959,0,53.19,Average,3,Loyal Customers
2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,9,Bank Transfer,Fortnightly,Young Adult,14,520,0,9,Bronze,0.4,0.44000000000000017,0.16326530612244897,0,29.7,At Risk,0,At-Risk Customers
2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,15,Debit Card,Weekly,Young Adult,7,1392,0,15,Gold,0.8375000000000001,0.8800000000000001,0.28571428571428564,0,59.67,Average,1,High-Spending Customers
2134,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,13,Bank Transfer,Annually,Young Adult,365,476,0,13,Bronze,0.17500000000000004,0.52,0.24489795918367344,0,24.75,At Risk,0,At-Risk Customers
2135,55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,35,Credit Card,Fortnightly,Middle-aged,14,1476,0,35,Gold,0.26250000000000007,0.15999999999999992,0.693877551020408,0,34.52,At Risk,3,Loyal Customers
2136,34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,1,Debit Card,Every 3 Months,Adult,90,188,0,1,Bronze,0.925,0.8399999999999999,0.0,0,53.8,Average,1,High-Spending Customers
2137,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,25,Bank Transfer,Fortnightly,Middle-aged,14,2418,0,25,Premium,0.9125000000000001,0.11999999999999988,0.4897959183673469,0,53.59,Average,2,Premium Customers
2138,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,20,Credit Card,Every 3 Months,Young Adult,90,1071,0,20,Silver,0.38750000000000007,0.8399999999999999,0.38775510204081626,0,43.93,Average,1,High-Spending Customers
2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,36,Venmo,Quarterly,Senior,90,1554,0,36,Gold,0.275,0.11999999999999988,0.7142857142857142,0,34.83,At Risk,3,Loyal Customers
2140,40,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Free Shipping,No,33,Cash,Weekly,Adult,7,3230,0,33,Premium,0.9375,0.20000000000000018,0.6530612244897959,0,61.09,Healthy,2,Premium Customers
2141,53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,36,Cash,Fortnightly,Middle-aged,14,3330,0,36,Premium,0.875,0.4800000000000002,0.7142857142857142,0,66.03,Healthy,2,Premium Customers
2142,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,32,PayPal,Annually,Young Adult,365,3234,0,32,Premium,0.9750000000000001,0.6399999999999999,0.6326530612244897,0,70.78,Healthy,2,Premium Customers
2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,21,Venmo,Quarterly,Middle-aged,90,858,0,21,Silver,0.23750000000000004,0.72,0.4081632653061224,0,36.14,At Risk,0,At-Risk Customers
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,48,Venmo,Bi-Weekly,Middle-aged,14,3234,0,48,Premium,0.5750000000000001,0.52,0.9591836734693877,0,62.18,Healthy,2,Premium Customers
2145,47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,25,PayPal,Quarterly,Middle-aged,90,598,0,25,Bronze,0.03750000000000003,0.4800000000000002,0.4897959183673469,0,25.79,At Risk,0,At-Risk Customers
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,32,PayPal,Annually,Adult,365,2409,0,32,Premium,0.6625000000000001,0.9199999999999999,0.6326530612244897,0,63.88,Healthy,2,Premium Customers
2147,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,45,PayPal,Every 3 Months,Middle-aged,90,1058,0,45,Silver,0.03750000000000003,0.8399999999999999,0.8979591836734693,0,45.24,Average,3,Loyal Customers
2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,4,Cash,Fortnightly,Middle-aged,14,215,0,4,Bronze,0.2875,0.9199999999999999,0.061224489795918366,0,31.74,At Risk,0,At-Risk Customers
2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,19,PayPal,Bi-Weekly,Young Adult,14,900,0,19,Silver,0.3125,0.8399999999999999,0.36734693877551017,0,40.32,Average,0,At-Risk Customers
2150,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,1,Bank Transfer,Weekly,Adult,7,42,0,1,Bronze,0.012500000000000011,0.6000000000000001,0.0,0,12.5,At Risk,0,At-Risk Customers
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,12,Cash,Weekly,Middle-aged,7,520,0,12,Bronze,0.25,0.040000000000000036,0.22448979591836735,0,17.53,At Risk,0,At-Risk Customers
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,18,Venmo,Monthly,Senior,30,1102,0,18,Silver,0.4750000000000001,0.040000000000000036,0.346938775510204,0,30.21,At Risk,0,At-Risk Customers
2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,43,Bank Transfer,Bi-Weekly,Adult,14,2112,0,43,Gold,0.3500000000000001,0.8,0.8571428571428571,0,55.71,Average,3,Loyal Customers
2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,31,PayPal,Annually,Adult,365,3008,0,31,Premium,0.925,0.6800000000000002,0.6122448979591836,0,68.97,Healthy,2,Premium Customers
2155,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,33,Cash,Every 3 Months,Middle-aged,90,2516,0,33,Premium,0.675,0.3600000000000001,0.6530612244897959,0,53.79,Average,2,Premium Customers
2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,46,PayPal,Monthly,Adult,30,2397,0,46,Premium,0.38750000000000007,0.4800000000000002,0.9183673469387754,0,52.65,Average,3,Loyal Customers
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,41,Debit Card,Bi-Weekly,Adult,14,3486,0,41,Premium,0.7875000000000001,0.44000000000000017,0.8163265306122448,0,64.79,Healthy,2,Premium Customers
2158,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,41,Venmo,Fortnightly,Adult,14,2856,0,41,Premium,0.6000000000000001,0.6000000000000001,0.8163265306122448,0,60.49,Healthy,2,Premium Customers
2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,9,Bank Transfer,Fortnightly,Young Adult,14,840,0,9,Silver,0.8,0.8399999999999999,0.16326530612244897,0,53.7,Average,1,High-Spending Customers
2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,34,Cash,Annually,Young Adult,365,2030,0,34,Gold,0.4750000000000001,0.20000000000000018,0.673469387755102,0,43.2,Average,3,Loyal Customers
2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,21,PayPal,Annually,Middle-aged,365,2024,0,21,Gold,0.9000000000000001,0.32000000000000006,0.4081632653061224,0,54.64,Average,1,High-Spending Customers
2162,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,5,Debit Card,Fortnightly,Young Adult,14,414,0,5,Bronze,0.6125,0.52,0.08163265306122448,0,37.35,At Risk,1,High-Spending Customers
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,32,PayPal,Weekly,Senior,7,1584,0,32,Gold,0.3500000000000001,0.08000000000000007,0.6326530612244897,0,34.58,At Risk,3,Loyal Customers
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,44,Bank Transfer,Monthly,Middle-aged,30,2700,0,44,Premium,0.5,0.8,0.8775510204081631,0,62.33,Healthy,2,Premium Customers
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,46,PayPal,Bi-Weekly,Adult,14,940,0,46,Silver,0.0,0.9199999999999999,0.9183673469387754,0,45.95,Average,3,Loyal Customers
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,42,Credit Card,Every 3 Months,Young Adult,90,2365,0,42,Premium,0.4375,0.6800000000000002,0.836734693877551,0,56.2,Average,3,Loyal Customers
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,50,Credit Card,Bi-Weekly,Young Adult,14,4488,0,50,Premium,0.8500000000000001,0.40000000000000013,1.0,0,72.0,Healthy,2,Premium Customers
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,33,Venmo,Fortnightly,Young Adult,14,1632,0,33,Gold,0.3500000000000001,0.9600000000000002,0.6530612244897959,0,52.79,Average,3,Loyal Customers
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,32,Cash,Quarterly,Young Adult,90,2442,0,32,Premium,0.675,0.6399999999999999,0.6326530612244897,0,58.78,Average,2,Premium Customers
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,32,Bank Transfer,Bi-Weekly,Young Adult,14,1386,0,32,Gold,0.275,0.15999999999999992,0.6326530612244897,0,33.18,At Risk,3,Loyal Customers
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,37,Venmo,Every 3 Months,Adult,90,1216,0,37,Silver,0.15000000000000002,0.6000000000000001,0.7346938775510203,0,40.04,Average,3,Loyal Customers
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,9,Cash,Fortnightly,Adult,14,980,0,9,Silver,0.9750000000000001,0.8399999999999999,0.16326530612244897,0,60.7,Healthy,1,High-Spending Customers
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,6,PayPal,Fortnightly,Young Adult,14,623,0,6,Bronze,0.8625,0.11999999999999988,0.10204081632653061,0,39.96,At Risk,1,High-Spending Customers
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,36,Venmo,Quarterly,Young Adult,90,3589,0,36,Premium,0.9625000000000001,1.0,0.7142857142857142,0,79.93,Healthy,2,Premium Customers
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,1,Cash,Annually,Adult,365,98,0,1,Bronze,0.36250000000000004,0.15999999999999992,0.0,0,17.7,At Risk,0,At-Risk Customers
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,48,Credit Card,Fortnightly,Senior,14,2450,0,48,Premium,0.375,0.32000000000000006,0.9591836734693877,0,50.18,Average,3,Loyal Customers
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,44,Debit Card,Quarterly,Young Adult,90,4095,0,44,Premium,0.8875,0.3600000000000001,0.8775510204081631,0,69.03,Healthy,2,Premium Customers
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,9,PayPal,Bi-Weekly,Young Adult,14,930,0,9,Silver,0.9125000000000001,0.20000000000000018,0.16326530612244897,0,45.4,Average,1,High-Spending Customers
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,32,Venmo,Annually,Young Adult,365,3234,0,32,Premium,0.9750000000000001,0.8800000000000001,0.6326530612244897,0,75.58,Healthy,2,Premium Customers
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,14,PayPal,Monthly,Middle-aged,30,1230,0,14,Silver,0.7750000000000001,0.15999999999999992,0.26530612244897955,0,42.16,Average,1,High-Spending Customers
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,43,Cash,Quarterly,Adult,90,1628,0,43,Gold,0.21250000000000002,0.6399999999999999,0.8571428571428571,0,47.01,Average,3,Loyal Customers
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,32,Bank Transfer,Bi-Weekly,Young Adult,14,2079,0,32,Gold,0.5375000000000001,0.28000000000000025,0.6326530612244897,0,46.08,Average,3,Loyal Customers
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,26,Venmo,Bi-Weekly,Adult,14,2673,0,26,Premium,0.9875,0.08000000000000007,0.510204081632653,0,56.41,Average,2,Premium Customers
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,2,Cash,Monthly,Young Adult,30,111,0,2,Bronze,0.21250000000000002,0.8800000000000001,0.02040816326530612,0,26.71,At Risk,0,At-Risk Customers
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,16,PayPal,Every 3 Months,Adult,90,578,0,16,Bronze,0.17500000000000004,0.28000000000000025,0.3061224489795918,0,21.78,At Risk,0,At-Risk Customers
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,50,Debit Card,Every 3 Months,Adult,90,1632,0,50,Gold,0.15000000000000002,0.0,1.0,0,36.0,At Risk,3,Loyal Customers
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,6,PayPal,Every 3 Months,Middle-aged,90,161,0,6,Bronze,0.03750000000000003,0.72,0.10204081632653061,0,18.96,At Risk,0,At-Risk Customers
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,20,PayPal,Annually,Adult,365,1638,0,20,Gold,0.7250000000000001,0.7600000000000002,0.38775510204081626,0,55.83,Average,1,High-Spending Customers
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,9,Credit Card,Weekly,Adult,7,540,0,9,Bronze,0.42500000000000004,0.8800000000000001,0.16326530612244897,0,39.5,At Risk,1,High-Spending Customers
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,47,Credit Card,Bi-Weekly,Adult,14,4512,0,47,Premium,0.925,0.6000000000000001,0.9387755102040816,0,77.16,Healthy,2,Premium Customers
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,33,Credit Card,Annually,Adult,365,2550,0,33,Premium,0.6875,0.8399999999999999,0.6530612244897959,0,63.89,Healthy,2,Premium Customers
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,46,Cash,Bi-Weekly,Young Adult,14,3243,0,46,Premium,0.6125,0.52,0.9183673469387754,0,62.45,Healthy,2,Premium Customers
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,9,Credit Card,Monthly,Adult,30,350,0,9,Bronze,0.1875,0.28000000000000025,0.16326530612244897,0,18.0,At Risk,0,At-Risk Customers
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,8,PayPal,Monthly,Young Adult,30,702,0,8,Silver,0.7250000000000001,1.0,0.14285714285714285,0,53.29,Average,1,High-Spending Customers
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,48,Bank Transfer,Quarterly,Senior,90,1421,0,48,Gold,0.11250000000000004,0.40000000000000013,0.9591836734693877,0,41.28,Average,3,Loyal Customers
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,2,Cash,Monthly,Senior,30,186,0,2,Bronze,0.525,0.4800000000000002,0.02040816326530612,0,31.21,At Risk,0,At-Risk Customers
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,31,PayPal,Weekly,Young Adult,7,1856,0,31,Gold,0.4750000000000001,0.9199999999999999,0.6122448979591836,0,55.77,Average,3,Loyal Customers
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,40,Venmo,Monthly,Adult,30,3608,0,40,Premium,0.8500000000000001,0.4800000000000002,0.7959183673469387,0,67.48,Healthy,2,Premium Customers
